Wall time,Step,Value
1733328399.4933424,0,0.024649860337376595
1733328400.2346153,1,0.012324930168688297
1733328400.964047,2,0.06610644608736038
1733328401.695154,3,0.02689075656235218
1733328402.418585,4,0.0235294122248888
1733328403.1613967,5,0.024649860337376595
1733328403.8567061,6,0.029131652787327766
1733328404.5943966,7,0.024649860337376595
1733328405.3168507,8,0.029131652787327766
1733328406.0561912,9,0.01904761977493763
1733328406.7814229,10,0.03473389521241188
1733328407.496502,11,0.01568627543747425
1733328408.2346702,12,0.025770308449864388
1733328408.9650393,13,0.014565826393663883
1733328409.6911478,14,0.04481792822480202
1733328410.3962936,15,0.0795518234372139
1733328411.1073537,16,0.02240896411240101
1733328411.8012173,17,0.02240896411240101
1733328412.5194323,18,0.02240896411240101
1733328413.2490096,19,0.024649860337376595
1733328414.0243323,20,0.02240896411240101
1733328414.750571,21,0.014565826393663883
1733328415.507013,22,0.0235294122248888
1733328416.2409854,23,0.032492998987436295
1733328417.756468,25,0.0795518234372139
1733328418.4941204,26,0.025770308449864388
1733328419.2371774,27,0.02240896411240101
1733328419.9803078,28,0.029131652787327766
1733328420.701004,29,0.03361344709992409
1733328421.4340737,30,0.017927171662449837
1733328422.1606407,31,0.02240896411240101
1733328422.8891504,32,0.028011204674839973
1733328423.606766,33,0.02689075656235218
1733328424.3453388,34,0.024649860337376595
1733328425.0817485,35,0.024649860337376595
1733328425.7958272,36,0.025770308449864388
1733328426.524764,37,0.021288515999913216
1733328427.2386334,38,0.017927171662449837
1733328427.9702497,39,0.028011204674839973
1733328428.6984713,40,0.025770308449864388
1733328429.4395912,41,0.02689075656235218
1733328430.1839643,42,0.0235294122248888
1733328430.9323328,43,0.02689075656235218
1733328431.6353238,44,0.0235294122248888
1733328432.4082005,45,0.021288515999913216
1733328433.1277044,46,0.025770308449864388
1733328433.8839607,47,0.024649860337376595
1733328434.611615,48,0.021288515999913216
1733328435.4272501,49,0.02689075656235218
1733328436.1444752,50,0.0235294122248888
1733328436.8859117,51,0.11652661114931107
1733328437.60779,52,0.014565826393663883
1733328438.4131498,53,0.0235294122248888
1733328439.1982653,54,0.024649860337376595
1733328440.087658,55,0.02240896411240101
1733328440.8710263,56,0.02240896411240101
1733328441.602916,57,0.0313725508749485
1733328442.3467877,58,0.0235294122248888
1733328443.086728,59,0.02689075656235218
1733328443.8200476,60,0.01904761977493763
