Wall time,Step,Value
1733329208.8884048,0,0.2857142984867096
1733329209.6213317,1,0.2857142984867096
1733329210.3610978,2,0.4285714328289032
1733329211.0896406,3,0.2857142984867096
1733329211.8565085,4,0.2857142984867096
1733329212.603126,5,0.2857142984867096
1733329213.3571312,6,0.4285714328289032
1733329214.113159,7,0.2857142984867096
1733329214.8538032,8,0.2857142984867096
1733329215.6118639,9,0.2857142984867096
1733329216.3515937,10,0.5714285969734192
1733329217.0857825,11,0.4285714328289032
1733329217.8205981,12,0.2857142984867096
1733329218.5525153,13,0.4285714328289032
1733329219.2872424,14,0.1428571492433548
1733329220.021589,15,0.2857142984867096
1733329220.7490566,16,0.2857142984867096
1733329221.4847655,17,0.2857142984867096
1733329222.214326,18,0.2857142984867096
1733329222.9492877,19,0.1428571492433548
1733329223.687401,20,0.2857142984867096
1733329224.4408374,21,0.2857142984867096
1733329225.1674783,22,0.2857142984867096
1733329225.907962,23,0.4285714328289032
1733329227.3774633,25,0.1428571492433548
1733329228.1180398,26,0.5714285969734192
1733329228.8631828,27,0.2857142984867096
1733329229.5801876,28,0.4285714328289032
1733329230.2887013,29,0.5714285969734192
1733329230.9972165,30,0.2857142984867096
1733329231.7130506,31,0.4285714328289032
1733329232.4201956,32,0.2857142984867096
1733329233.1368532,33,0.2857142984867096
1733329233.8125398,34,0.2857142984867096
1733329234.5270464,35,0.1428571492433548
1733329235.2707725,36,0.1428571492433548
1733329236.0256279,37,0.4285714328289032
1733329236.7522469,38,0.4285714328289032
1733329237.4813402,39,0.2857142984867096
1733329238.2298355,40,0.1428571492433548
1733329238.9549708,41,0.2857142984867096
1733329239.6812747,42,0.2857142984867096
1733329240.4264264,43,0.2857142984867096
1733329241.1434329,44,0.2857142984867096
1733329241.8740644,45,0.2857142984867096
1733329242.6183712,46,0.2857142984867096
1733329243.3471265,47,0.4285714328289032
1733329244.0784678,48,0.2857142984867096
1733329244.800781,49,0.2857142984867096
1733329245.5165012,50,0.4285714328289032
1733329246.240488,51,0.2857142984867096
1733329246.9695714,52,0.4285714328289032
1733329247.7110362,53,0.1428571492433548
1733329248.4587238,54,0.2857142984867096
1733329249.1785254,55,0.2857142984867096
1733329249.9221673,56,0.2857142984867096
1733329250.6519024,57,0.4285714328289032
1733329251.383276,58,0.2857142984867096
1733329252.1083364,59,0.2857142984867096
1733329252.8469949,60,0.4285714328289032
1733329253.5748284,61,0.2857142984867096
1733329254.306968,62,0.2857142984867096
1733329255.0315874,63,0.4285714328289032
1733329255.706252,64,0.4285714328289032
1733329256.4220462,65,0.2857142984867096
1733329257.1423578,66,0.2857142984867096
1733329257.8639486,67,0.2857142984867096
1733329258.5792546,68,0.2857142984867096
1733329259.3353238,69,0.2857142984867096
1733329260.0704176,70,0.2857142984867096
1733329260.8172715,71,0.2857142984867096
1733329261.543763,72,0.2857142984867096
1733329262.2847936,73,0.2857142984867096
1733329263.0161655,74,0.2857142984867096
1733329263.7499304,75,0.4285714328289032
1733329264.475435,76,0.2857142984867096
1733329265.211961,77,0.1428571492433548
1733329265.9440813,78,0.2857142984867096
1733329266.657119,79,0.2857142984867096
1733329267.3994088,80,0.1428571492433548
1733329268.1285071,81,0.2857142984867096
1733329268.869682,82,0.2857142984867096
1733329269.6035602,83,0.2857142984867096
1733329270.3307533,84,0.1428571492433548
1733329271.076064,85,0.2857142984867096
1733329271.8168142,86,0.2857142984867096
1733329272.5448647,87,0.2857142984867096
1733329273.2831066,88,0.1428571492433548
1733329274.0237935,89,0.1428571492433548
1733329274.75565,90,0.2857142984867096
1733329275.492586,91,0.2857142984867096
