Wall time,Step,Value
1733283759.4883757,0,0.1428571492433548
1733283760.8317869,1,0.1428571492433548
1733283762.189906,2,0.1428571492433548
1733283763.5860806,3,0.0
1733283764.971534,4,0.1428571492433548
1733283766.302778,5,0.1428571492433548
1733283767.6376233,6,0.0
1733283768.9188118,7,0.1428571492433548
1733283770.2479222,8,0.2857142984867096
1733283771.625931,9,0.2857142984867096
1733283772.987872,10,0.1428571492433548
1733283774.352983,11,0.0
1733283775.784981,12,0.1428571492433548
1733283777.1586277,13,0.1428571492433548
1733283778.6122553,14,0.0
1733283779.9293537,15,0.1428571492433548
1733283781.3581626,16,0.1428571492433548
1733283782.746686,17,0.0
1733283784.1393192,18,0.1428571492433548
1733283785.4661212,19,0.0
1733283786.9135828,20,0.0
1733283788.3217502,21,0.0
1733283789.6607687,22,0.0
1733283791.0926142,23,0.1428571492433548
1733283792.485991,24,0.1428571492433548
1733283793.8035285,25,0.2857142984867096
1733283795.180651,26,0.1428571492433548
1733283796.6063411,27,0.1428571492433548
1733283797.9027386,28,0.0
1733283799.2838151,29,0.0
1733283800.6751933,30,0.0
1733283802.0749516,31,0.1428571492433548
1733283803.4045646,32,0.1428571492433548
1733283804.7336066,33,0.0
1733283806.0491023,34,0.0
1733283807.347163,35,0.1428571492433548
1733283808.7355733,36,0.1428571492433548
1733283810.2179196,37,0.0
1733283811.5299773,38,0.0
1733283812.9802167,39,0.0
1733283814.408205,40,0.1428571492433548
1733283815.8109467,41,0.1428571492433548
1733283817.2029588,42,0.1428571492433548
1733283818.5302467,43,0.0
1733283819.8921006,44,0.0
1733283821.2918484,45,0.1428571492433548
1733283822.6895473,46,0.0
1733283824.052992,47,0.1428571492433548
1733283825.4022322,48,0.1428571492433548
1733283826.7610545,49,0.1428571492433548
1733283828.1075048,50,0.1428571492433548
1733283829.3500822,51,0.0
1733283830.69066,52,0.1428571492433548
1733283832.0068429,53,0.0
1733283833.3212798,54,0.0
1733283834.6377597,55,0.1428571492433548
1733283835.9021378,56,0.1428571492433548
1733283837.171191,57,0.1428571492433548
1733283838.396076,58,0.1428571492433548
1733283839.682755,59,0.1428571492433548
1733283840.967282,60,0.1428571492433548
1733283842.2778046,61,0.1428571492433548
1733283843.5863273,62,0.1428571492433548
1733283844.907565,63,0.1428571492433548
1733283846.2384596,64,0.1428571492433548
1733283847.5338511,65,0.1428571492433548
1733283848.8916087,66,0.1428571492433548
1733283850.2084758,67,0.1428571492433548
1733283851.5311406,68,0.2857142984867096
1733283852.7964501,69,0.1428571492433548
1733283854.0778732,70,0.0
1733283855.4218726,71,0.1428571492433548
1733283856.7073827,72,0.1428571492433548
1733283858.0195816,73,0.0
1733283859.3096924,74,0.1428571492433548
1733283860.625924,75,0.0
1733283861.9079788,76,0.1428571492433548
1733283863.2249367,77,0.0
1733283864.4996438,78,0.1428571492433548
1733283865.7176678,79,0.0
1733283867.0586638,80,0.0
1733283868.3499308,81,0.0
1733283869.6596668,82,0.1428571492433548
1733283870.9737499,83,0.1428571492433548
1733283872.2753258,84,0.0
1733283873.5065463,85,0.1428571492433548
1733283874.8574052,86,0.1428571492433548
1733283876.1285374,87,0.0
1733283877.4470406,88,0.1428571492433548
1733283878.8136866,89,0.0
1733283880.1107926,90,0.0
1733283881.4227376,91,0.0
1733283882.7923222,92,0.0
1733283884.120548,93,0.0
1733283885.465332,94,0.0
1733283886.8017945,95,0.0
1733283888.1391501,96,0.1428571492433548
1733283889.471928,97,0.1428571492433548
1733283890.731954,98,0.1428571492433548
1733283892.015319,99,0.1428571492433548
1733283893.3792596,100,0.1428571492433548
1733283894.6544557,101,0.2857142984867096
1733283896.0324476,102,0.1428571492433548
1733283897.3299713,103,0.1428571492433548
1733283898.6319711,104,0.1428571492433548
1733283899.942719,105,0.0
1733283901.2335358,106,0.1428571492433548
1733283902.5510733,107,0.0
1733283903.8688655,108,0.1428571492433548
1733283905.1863513,109,0.1428571492433548
1733283906.5138268,110,0.0
1733283907.8908796,111,0.1428571492433548
1733283909.1844363,112,0.0
1733283910.5401707,113,0.0
1733283911.8529809,114,0.0
1733283913.14365,115,0.1428571492433548
1733283914.4487872,116,0.0
1733283915.7526093,117,0.1428571492433548
1733283916.999939,118,0.1428571492433548
1733283918.3509166,119,0.1428571492433548
1733283919.6219532,120,0.0
1733283920.9431155,121,0.1428571492433548
